VOWEL,DURATION,F1,F2,F3,Stress
o,146.42,709,1100,2632,u
ie,75.64,340,2531,3045,s
i,64.55,346,2583,3100,u
e,66.84,571,2013,2909,u
e,89.15,584,1938,2650,u
ɛ,173.97,775,1959,2936,u
oe,88.77,568,1071,2786,s
o,117.45,608,1144,2737,u
e,61.36,561,2047,2844,u
o,138.44,903,1440,3120,u
øe,71.35,497,1825,2733,u
ø,105.03,589,1733,2813,s
øe,108.01,533,1774,2564,u
o,140.74,581,1206,2600,u
ʌ,91.16,846,1300,2861,u
oe,69.81,619,1465,2984,s
o,56.97,544,1287,2920,u
e,56.33,442,1988,2835,u
o,129.95,592,1192,2866,u
ʌ,91.05,857,1390,2899,u
oe,74.83,620,1421,2955,s
o,51.05,556,1214,2996,u
e,55.47,458,2021,2926,u
o,117.35,576,1117,2762,u
e,94.46,517,2316,2473,s
e,103.83,555,2226,2756,u
ʌ,169.98,807,1270,2867,u
øe,83.16,503,1807,2553,s
ø,90.48,556,1786,2672,u
i,181.86,381,2292,2748,u
ʌ,104.14,947,1284,2954,u
e,88.76,612,2109,2904,s
ʌ,93.84,726,1571,2662,u
i,151.52,357,2605,2723,u
ɛe,75.05,814,2318,3108,s
e,86.17,575,2104,2837,u
i,186.67,383,2562,2948,u
ue,74.02,445,1147,2665,s
u,81.24,448,1841,2886,u
i,82.27,367,2604,3013,u
ɛ,117.00,833,2042,2797,u
ʌ,103.57,890,1312,3009,u
oe,82.31,602,1375,2996,s
o,57.37,586,1216,3023,u
e,75.85,607,1808,2822,u
o,108.96,970,1331,3334,u
ie,83.32,337,2562,2907,s
i,68.44,367,2658,3031,u
e,78.36,611,1959,2851,u
o,126.15,888,1329,3315,u
e,102.62,556,2227,3011,s
a,139.66,1064,1800,2152,u
e,72.73,486,2122,3026,u
ɛ,153.98,680,1874,2868,u
e,79.80,558,2203,2955,s
ʌ,186.97,802,1233,2754,u
i,102.72,310,2572,3278,u
ɛ,110.12,813,1973,2872,u
øe,75.66,596,1754,2664,s
ø,87.25,511,1742,2952,u
øe,80.17,591,1855,3057,u
ɛ,161.50,757,1940,2901,u
ʌ,110.93,885,1315,3065,u
ue,64.35,552,1577,2991,s
u,51.38,390,1538,2921,u
i,130.83,325,2532,2782,u
e,64.84,526,2184,2914,u
ɛe,119.44,716,2351,3042,s
e,65.56,653,1966,2833,u
ʌ,184.69,1078,1304,3058,u
ue,87.72,414,1165,2820,s
u,97.59,311,1202,2875,u
ʌ,183.87,789,1346,2740,u
e,88.51,596,2130,2980,s
a,144.32,1015,1716,2378,u
e,77.05,580,1898,2792,u
o,132.37,831,1336,3363,u
oe,86.43,613,1010,2886,s
o,168.08,611,1307,2490,u
ie,88.92,412,2472,2885,u
i,95.59,459,2725,3352,u
ɛ,174.31,1086,1843,2828,u
i,64.69,324,2447,2860,s
i,67.45,314,2625,3124,u
ie,65.08,408,2422,2957,u
i,91.09,364,2786,3284,u
ɛ,159.55,840,1952,2856,u
øe,82.58,554,1770,2604,s
ø,69.13,544,1794,2848,u
o,157.40,674,1153,3068,u
øe,66.71,481,1873,2762,u
øe,62.99,583,1813,2800,s
ø,114.07,591,1791,2667,u
øe,105.14,509,2041,2959,u
ɛ,171.62,761,1907,2880,u
e,71.09,603,2163,2906,s
e,82.64,533,2197,2915,u
o,113.93,668,1098,2919,u
ɛe,61.50,744,2317,3170,s
e,76.69,583,2115,2892,u
e,64.97,509,2040,2868,u
o,134.99,781,1153,2841,u
ʌ,105.97,880,1430,2854,u
e,86.03,679,2126,2975,s
ʌ,91.85,830,1446,2683,u
e,115.67,645,1902,2823,u
e,98.67,553,2251,2869,s
e,115.42,579,2171,2806,u
e,147.12,645,1950,2626,u
e,84.13,533,2279,2858,s
e,88.60,570,2221,2837,u
e,124.05,596,2031,2718,u
ɛ,187.91,755,1927,2837,u
e,90.86,612,2175,2931,s
e,55.15,530,2132,3001,u
e,57.14,439,2185,2907,u
ɛ,133.62,735,1918,2893,u
ʌ,97.32,913,1351,2992,u
e,64.92,613,2119,2974,s
ʌ,98.74,794,1402,2745,u
o,125.66,624,1137,2870,u
e,79.70,550,2264,2934,s
a,139.91,1037,1784,2284,u
e,161.42,511,2257,2901,u
e,84.28,595,2235,3007,s
e,65.37,558,2178,2930,u
e,71.20,653,1856,2979,u
o,120.76,993,1342,3377,u
ʌ,98.61,872,1314,2941,u
oe,79.88,614,1385,2967,s
o,66.96,550,1096,3066,u
ʌ,176.49,930,1376,2955,u
ʌ,114.06,931,1208,3075,u
e,81.00,640,2164,3008,s
ʌ,109.98,799,1516,2695,u
i,158.43,392,2532,2960,u
e,71.75,598,2204,3007,s
e,74.52,524,2263,2821,u
e,94.98,620,2041,2965,u
ɛ,148.79,763,1967,2919,u
ø,170.77,595,1734,2663,s
ʌ,148.21,892,1241,2813,s
o,99.88,539,923,3033,s
a,149.02,1121,1602,2977,s
o,180.54,578,941,3073,s
i,102.76,292,2513,2980,s
ø,93.82,545,1750,2591,s
ʌ,120.12,870,1197,3063,s
u,86.24,306,1414,2741,s
a,150.44,1029,1653,2672,s
u,103.31,315,1423,2863,s
u,134.34,304,1165,2803,s
a,206.22,1194,1724,2295,s
ɛ,196.11,643,2305,2891,s
o,105.57,591,942,3052,s
ʌ,193.98,865,1178,3093,s
i,163.21,280,2722,2817,s
u,210.19,371,840,2498,s
e,118.97,507,2371,2804,s
u,104.39,388,1126,3196,s
o,94.72,553,1149,2726,s
i,70.88,288,2019,2779,s
i,116.03,389,2848,3288,s
e,213.54,521,2250,2847,s
u,224.62,351,1134,3041,s
o,235.52,503,985,2909,s
ø,123.20,568,1712,2599,s
ø,139.27,509,1848,2579,s
ʌ,186.32,800,1194,2994,s
a,103.91,949,1914,2639,s
ʌ,160.03,768,1200,2758,s
e,141.69,503,2308,2832,s
a,121.85,1123,1723,2555,s
a,127.03,993,1845,2595,s
e,169.53,399,2521,2940,u
a,143.12,1097,1952,2321,s
e,148.89,438,2481,2972,u
a,123.74,997,1991,2733,s
e,141.94,439,2387,2841,u
a,138.23,1051,1834,2672,s
e,158.60,443,2373,2910,u
a,135.53,1001,1767,2462,s
e,148.07,472,2556,2991,u
a,127.48,1041,1885,2760,s
ɛ,150.16,731,2300,2985,u
a,116.08,1065,1843,2651,s
ɛ,138.69,648,2225,2811,u
a,138.90,1087,1903,2692,s
ɛ,203.96,693,2065,2864,u
a,150.74,1135,1851,2682,s
ɛ,139.76,608,2176,2767,u
a,131.39,1054,1798,2407,s
ɛ,150.59,710,2360,2953,u
a,134.67,1107,1797,2681,s
e,174.23,532,2296,2820,u
a,131.70,1075,1814,2650,s
e,174.03,505,2326,2929,u
a,138.62,1103,1851,2661,s
e,165.77,504,2369,2705,u
a,132.57,1048,1815,2603,s
e,170.40,497,2372,2777,u
a,127.47,1077,1820,2669,s
e,217.28,524,2334,2884,u
a,123.40,1060,1849,2664,s
ɛ,184.70,627,2265,3036,u
a,134.80,1047,1665,2650,s
ɛ,177.40,607,2166,2921,u
a,143.01,1098,1909,2742,s
ɛ,181.14,570,2356,2507,u
a,157.93,1071,1696,2652,s
ɛ,188.49,594,2343,2975,u
a,154.61,1099,1825,2660,s
ɛ,198.60,619,2306,2947,u
ʌ,113.05,884,1319,2951,u
ue,73.11,509,1481,2862,s
u,64.03,393,1306,2796,u
e,127.00,610,2108,2753,u
e,73.68,622,2357,3119,u
ɛe,168.13,751,2428,3051,s
e,101.99,717,2174,2977,u
e,163.11,611,2426,2932,u
e,89.89,544,2343,2915,s
e,58.32,514,2219,2812,u
e,65.81,514,2312,2873,u
o,133.31,680,1125,2575,u
ie,81.17,425,2758,3282,u
ie,88.04,498,2664,3367,s
i,71.35,415,2691,3031,u
e,126.76,663,1898,2771,u
e,115.75,534,2275,3183,s
ɛa,144.04,754,2242,2868,u
i,187.25,367,2641,2959,u
ie,78.61,413,2510,2821,s
i,86.31,441,2593,3024,u
ie,89.33,414,2640,3050,u
i,142.29,462,2732,3097,u
e,93.39,567,2254,2881,s
ɛa,141.28,661,2224,2757,u
i,91.93,392,2586,3136,u
o,93.00,893,1267,2919,u
ue,87.41,369,1120,2648,s
u,111.37,336,1124,2620,u
i,134.50,348,2620,3160,u
ɛ,209.95,760,1954,2700,u
ɛe,112.11,793,2332,2915,s
e,79.71,618,2044,2702,u
e,84.56,544,2078,2798,u
ɛ,238.10,797,1888,2736,u
oe,77.34,538,1015,2896,s
o,191.94,796,1220,2765,u
e,93.62,572,2156,2717,u
e,188.29,595,2144,2815,u
oe,67.66,559,877,2755,s
o,177.78,815,1237,2569,u
i,93.18,415,2572,2976,u
i,117.22,543,2788,3101,u
ɛ,204.62,887,2157,2831,u
ie,75.85,425,2722,3327,u
ie,99.69,524,2696,3121,s
i,60.14,429,2655,2990,u
ʌ,176.08,822,1243,2906,u
ʌ,119.49,864,1308,3050,u
ue,87.99,532,1276,2798,s
u,67.15,429,1187,2816,u
ʌ,201.35,949,1284,2998,u
e,102.93,596,2231,2531,s
a,136.85,999,1752,2622,u
e,86.81,581,1924,2828,u
o,142.38,609,992,3084,u
ʌ,95.72,827,1220,3026,u
ue,66.60,566,1618,2912,s
u,82.93,450,1371,2943,u
i,109.19,368,2563,2987,u
o,98.38,672,1179,3038,u
øe,91.80,498,1823,2674,u
øe,139.01,551,1714,2660,s
ø,144.08,523,1810,2587,u
i,150.26,354,2575,2934,u
e,100.60,607,2288,2859,s
e,87.01,504,2252,2766,u
e,139.07,696,2135,2749,u
øe,110.27,530,1736,2521,s
ø,84.76,573,1831,2688,u
ʌ,164.78,926,1307,2857,u
e,105.70,531,2295,2928,s
e,120.31,533,2312,2753,u
e,131.87,671,2078,2640,u
ie,93.21,512,2623,3377,s
i,67.06,414,2653,3118,u
e,74.45,444,2234,2838,u
o,131.08,729,1132,2936,u
ie,70.37,500,2666,3107,s
i,55.93,392,2725,2959,u
e,66.08,491,2088,2873,u
o,129.07,629,1128,2790,u
ʌ,105.68,899,1283,2785,u
ue,75.26,543,1387,2777,s
u,77.47,454,1181,2841,u
e,147.88,664,2056,2874,u
e,88.59,546,2001,2569,s
a,120.33,1053,1644,2659,u
e,182.95,563,2183,2891,u
e,91.22,544,2174,2741,s
ʌ,190.59,792,1220,2655,u
i,102.52,345,2746,3219,u
ɛ,149.55,807,1908,2828,u
ʌ,81.99,928,1336,2717,u
ue,57.50,566,1454,2788,s
u,48.41,429,1287,2791,u
e,101.25,644,1949,2837,u
ɛ,189.79,804,2088,2826,u
ʌ,102.90,839,1114,2924,u
oe,90.90,584,1311,2825,s
o,53.52,556,1127,2947,u
e,115.44,551,2214,2869,u
ʌ,139.21,875,1050,3032,u
ue,72.76,537,1319,2854,s
u,63.08,433,1137,2863,u
o,155.79,611,1209,3008,u
oe,57.84,582,985,2886,s
o,141.87,864,1250,2720,u
e,76.80,604,2095,2901,u
e,98.48,620,2107,2902,u
ɛ,150.76,704,1999,2847,u
øe,88.67,575,1810,2591,s
ø,81.17,522,1862,2700,u
i,121.73,527,2680,3469,u
ɛ,113.25,932,2041,2914,u
e,81.44,610,2172,2832,s
e,77.39,592,2152,2728,u
i,63.34,397,2490,2894,u
o,93.73,605,1143,2858,u
øe,66.84,462,1823,2615,u
øe,95.97,555,1751,2654,s
ø,117.47,557,1774,2546,u
o,172.80,587,1108,2615,u
e,81.81,523,2222,2902,s
a,155.75,1048,1678,2722,u
e,121.53,628,2051,2784,u
ʌ,113.69,877,1317,2825,u
e,78.88,577,2208,2900,s
ʌ,84.41,759,1387,2625,u
o,121.88,588,1041,2742,u
e,98.55,641,2304,2970,s
e,76.15,624,2061,2771,u
e,84.05,655,1901,2727,u
o,117.00,594,1105,2974,u
ʌ,97.95,916,1306,3083,u
e,76.87,620,2117,2963,s
ʌ,91.12,823,1330,2815,u
e,76.60,603,1920,2711,u
o,116.09,624,1056,3397,u
ie,98.27,390,2609,2851,s
i,69.29,433,2526,2934,u
e,79.53,602,2010,2835,u
e,137.01,691,1905,2886,u
øe,85.90,489,1799,2621,u
øe,137.02,575,1698,2622,s
ø,112.38,509,1694,2566,u
ʌ,201.70,761,1197,2586,u
ʌ,103.33,867,1191,3138,u
oe,91.20,601,1283,2926,s
o,62.17,566,1085,3023,u
e,115.12,738,1820,2685,u
ʌ,103.80,845,1300,2760,u
ue,93.58,583,1506,2832,s
u,81.88,464,1390,2830,u
i,156.81,412,2391,2744,u
ie,85.72,433,2050,2662,s
i,76.88,396,2629,2999,u
e,69.70,539,2107,2828,u
ɛ,151.01,782,1856,2754,u
ʌ,97.85,888,1335,2777,u
oe,103.33,605,1281,2877,s
o,60.15,593,1206,2915,u
e,62.77,623,1670,2793,u
o,97.14,956,1377,3433,u
oe,105.67,560,1046,2994,s
o,117.74,635,1143,2742,u
e,84.55,583,1956,2704,u
e,92.64,699,1916,2888,u
ʌ,96.08,865,1349,2813,u
oe,97.81,601,1232,2860,s
o,75.93,595,1187,2864,u
i,64.14,419,2346,2708,u
o,102.42,716,1190,3185,u
e,109.02,649,2207,2922,s
e,84.28,509,2275,2847,u
i,144.82,381,2574,2778,u
ie,73.64,458,2584,3149,u
ie,99.56,495,2704,3208,s
i,57.54,422,2563,2894,u
o,127.14,610,1115,2776,u
e,93.49,551,2165,2790,s
ʌ,187.08,838,1140,2836,u
i,164.62,362,2684,3248,u
e,105.87,574,2235,3027,s
a,129.81,989,1663,2558,u
e,69.56,556,2006,2769,u
o,136.49,633,1076,2924,u
ie,77.07,437,2692,3202,u
ie,93.00,521,2104,2752,s
i,62.47,437,2612,3074,u
i,158.68,378,2583,2933,u
ɛe,127.59,722,2321,2940,s
e,86.82,643,2074,2726,u
e,85.66,618,2022,2943,u
o,136.49,612,1166,3049,u
ʌ,112.20,851,1235,2872,u
oe,84.14,632,1406,2915,s
o,71.38,597,1127,2873,u
e,119.95,646,2055,2766,u
oe,77.12,573,1059,2946,s
o,134.32,624,1086,2833,u
e,80.19,636,2022,2861,u
ʌ,183.75,925,1271,3242,u
ʌ,116.89,899,1281,2930,u
oe,93.66,585,1228,2775,s
o,70.42,566,1072,2938,u
ʌ,169.31,781,1150,2803,u
ʌ,105.52,1036,1310,3016,u
ue,80.59,562,1363,2925,s
u,55.60,412,1329,2763,u
e,67.52,516,2084,2870,u
ɛ,208.37,793,1926,2807,u
øe,94.46,562,1656,2618,s
ø,63.14,555,1715,2819,u
øe,78.87,664,1883,3034,u
ɛ,155.05,761,1888,2856,u
ue,96.09,367,1029,2759,s
u,116.78,379,1124,2745,u
o,173.99,596,1009,2932,u
e,83.44,532,2336,3035,u
e,115.56,582,2302,3081,s
a,124.39,1028,1690,2758,u
e,143.21,624,2340,3008,u
e,108.12,510,2399,2935,s
e,126.32,559,2296,2788,u
ʌ,234.72,777,1181,2868,u
e,91.89,640,2333,2541,s
e,73.11,536,2261,2845,u
e,143.42,660,1972,2619,u
ie,84.85,359,2588,3037,s
i,64.10,370,2688,3026,u
e,64.44,590,2016,2854,u
e,93.82,677,1915,3101,u
ɛ,194.72,760,1969,2827,u
e,103.39,532,2285,2810,s
e,88.72,509,2440,2730,u
i,103.06,401,2535,2870,u
ɛ,180.83,937,1963,2848,u
e,53.69,515,2183,2781,u
ɛe,100.58,772,1530,2536,s
e,46.97,611,1954,2872,u
e,86.89,673,1871,2114,u
ɛ,197.27,759,1843,2855,u
øe,96.37,500,1811,2599,s
ø,90.80,579,1840,2726,u
i,173.82,438,2809,3368,u
oe,94.84,580,931,2767,s
o,122.06,646,1088,2766,u
e,72.75,592,1935,2789,u
o,153.24,662,1059,3068,u
ʌ,75.27,924,1311,2827,u
oe,98.51,627,1296,2894,s
o,58.63,536,1023,3107,u
o,67.84,642,1337,2772,u
ʌ,97.85,866,1252,2898,u
oe,71.88,626,1431,2926,s
o,58.44,544,1066,3025,u
o,107.44,593,1059,2721,u
e,69.03,502,2350,2940,u
e,116.29,551,2280,2874,s
ɛ,110.86,762,2084,2335,u
i,169.86,588,2724,3196,u
ie,86.90,387,2502,2973,s
i,70.54,424,2666,3075,u
e,77.01,610,1975,2971,u
ʌ,186.87,834,1176,2987,u
ʌ,87.33,976,1366,2962,u
e,95.64,683,2145,2966,s
ʌ,103.26,815,1306,2769,u
e,110.04,634,1741,2685,u
ʌ,71.98,882,1351,2785,u
oe,80.26,624,1340,2948,s
o,61.20,573,1189,2843,u
e,64.02,480,1957,2851,u
o,155.31,582,1172,2582,u
ʌ,98.52,905,1312,2847,u
e,76.85,657,2117,2885,s
ʌ,79.29,772,1378,2707,u
e,96.46,672,1953,2846,u
ɛ,204.29,731,1833,2872,u
øe,134.00,570,1654,2743,s
ø,113.99,555,1707,2559,u
i,97.33,400,2436,2836,u
o,104.31,607,1055,2886,u
ue,89.99,405,1181,2540,s
u,97.13,424,1153,2818,u
e,147.66,684,1881,2775,u
ie,85.02,481,2476,3086,s
i,66.72,424,2722,2949,u
e,69.91,623,1724,2831,u
o,137.66,603,1019,2995,u
øe,63.89,477,1729,2701,u
øe,109.63,564,1565,2699,s
ø,96.45,578,1713,2665,u
øe,86.29,474,1896,2925,u
ɛ,144.82,752,1798,2881,u
e,74.98,556,2009,2812,s
ʌ,166.80,822,1200,2905,u
e,81.64,564,1837,2602,u
ɛ,148.23,743,1877,3087,u
ɛe,103.81,731,2306,2984,s
e,84.98,564,1868,2807,u
i,190.70,435,2485,2924,u
ɛe,104.81,665,2400,3018,s
e,100.10,616,2098,2867,u
i,188.33,390,2715,3043,u
ʌ,86.77,786,1268,2911,u
oe,94.03,608,1315,2861,s
o,51.64,552,1205,2878,u
e,56.39,478,2060,2835,u
ɛ,153.69,803,1802,2816,u
e,100.46,525,2136,2705,s
ɛ,143.27,731,2166,2852,u
i,146.80,398,2564,2993,u
e,65.80,535,2282,2910,u
ɛe,136.73,795,1437,2367,s
e,78.07,608,2071,2809,u
i,127.28,517,2619,2979,u
e,84.44,671,2281,2988,s
e,77.60,591,2161,2844,u
e,129.35,726,1846,2747,u
ʌ,111.95,985,1259,3093,u
e,89.05,673,2245,2911,s
ʌ,102.90,820,1527,2655,u
i,160.52,382,2506,2839,u
e,61.56,548,2234,2844,u
ɛ,117.43,893,2306,3001,s
e,77.96,670,2038,2779,u
e,137.89,775,1962,2923,u
ʌ,96.04,874,1313,2777,u
e,82.13,677,2157,2927,s
ʌ,74.37,807,1490,2641,u
e,123.80,657,1682,2649,u
ʌ,94.32,860,1325,2850,u
ue,82.48,567,1507,2759,s
u,60.27,460,1343,2903,u
e,128.77,745,1853,2961,u
øe,63.60,495,1789,2776,u
øe,105.62,627,1769,2731,s
ø,119.50,559,1673,2665,u
øe,184.88,531,1778,2585,u
e,65.94,546,2309,2941,u
e,86.40,648,2173,2896,s
a,118.27,911,1610,2692,u
o,173.49,747,985,2794,u
e,57.25,499,2226,2773,u
e,73.53,662,2251,2346,s
a,98.65,952,1633,2586,u
o,141.90,634,1133,2851,u
ʌ,86.62,887,1333,2823,u
e,74.94,615,2032,2895,s
ʌ,92.10,751,1359,2730,u
e,60.66,470,2027,2863,u
ɛ,143.26,705,1637,2731,u
øe,128.57,612,1670,2756,s
ø,121.67,547,1717,2638,u
i,145.76,374,2589,2904,u
e,87.19,554,2142,2739,s
ʌ,185.22,818,1215,2805,u
e,119.32,573,1933,2362,u
ʌ,81.67,865,1261,2993,u
oe,75.16,666,1500,2868,s
o,48.52,530,1110,3006,u
e,89.81,627,1928,2782,u
ɛ,177.04,765,1953,2804,u
ʌ,103.27,840,1320,3040,u
oe,85.07,614,1364,2913,s
o,77.65,531,1149,2878,u
i,142.02,385,2681,2789,u
e,84.45,671,2239,2885,s
e,71.47,534,2172,2825,u
e,92.02,659,1923,2889,u
ɛ,184.55,682,1906,2797,u
ɛe,77.58,741,2261,2949,s
e,91.50,619,1945,2803,u
e,122.27,660,1900,2736,u
e,79.21,626,2214,2946,s
e,66.22,555,2181,2791,u
e,79.39,517,2127,2928,u
ɛ,167.28,814,1909,2825,u
ʌ,81.75,904,1356,2801,u
ue,74.32,571,1445,2791,s
u,65.43,447,1468,2867,u
i,134.71,451,2798,2941,u
oe,93.45,579,1050,2929,s
o,131.34,634,1232,2627,u
ie,78.79,406,2555,2883,u
i,146.55,529,2614,2989,u
ʌ,82.22,889,1323,2973,u
e,80.02,694,2071,2914,s
ʌ,92.93,803,1358,2699,u
ʌ,187.72,762,1208,2755,u
ʌ,115.25,917,1292,3029,u
e,84.73,631,2206,2950,s
ʌ,91.05,809,1471,2678,u
i,142.98,373,2495,2849,u
e,98.49,617,2151,2859,s
a,131.64,1003,1666,2631,u
e,69.83,551,2274,2966,u
ɛ,152.37,700,1667,2770,u
øe,121.82,656,1645,2673,s
ø,109.72,555,1651,2679,u
øe,60.88,590,1641,2677,u
o,136.10,621,1042,3294,u
e,65.01,509,2236,2815,u
e,94.47,656,2216,2945,s
a,110.37,951,1681,2647,u
e,82.07,622,1850,2136,u
ɛ,175.90,763,1965,2715,u
ɛe,101.08,640,2355,2936,s
e,85.40,619,2072,2758,u
e,70.83,548,1926,2916,u
o,144.16,611,1059,2827,u
e,58.84,520,2136,3012,u
ɛe,89.18,831,2230,2985,s
e,69.95,705,1877,2985,u
o,167.88,658,991,3198,u
e,91.31,564,2232,2741,s
a,124.81,1055,1717,2707,u
o,137.04,550,847,3007,u
øe,126.54,595,1562,2762,s
ø,114.17,560,1655,2574,u
øe,138.80,629,1668,2658,u
ie,59.74,447,2573,2992,u
ie,66.96,520,2674,3086,s
i,48.56,360,2631,3280,u
e,107.81,713,1865,2942,u
ɛ,182.74,755,1911,2801,u
ie,50.15,443,2580,3203,u
ie,79.65,506,2809,3121,s
i,50.81,363,2770,3478,u
e,171.79,596,1904,2722,u
e,80.65,559,2030,2762,s
ʌ,218.02,812,1154,2853,u
e,135.61,480,2300,2966,u
ie,59.86,381,2462,2798,s
i,57.98,449,2592,3135,u
ie,78.22,419,2433,2841,u
i,100.25,420,2759,3222,u
ɛ,152.66,1008,1953,2923,u
e,76.15,549,2149,2825,s
ɛ,52.48,744,2255,2865,u
i,78.98,392,2771,3352,u
ɛ,136.39,841,2054,2764,u
ie,71.55,530,2596,3016,s
i,69.30,476,2562,3008,u
i,147.01,379,2676,3048,u
e,100.19,568,2267,2884,s
e,105.43,577,2289,2789,u
e,117.98,625,1988,2598,u
ɛ,154.62,729,1889,2803,u
ie,86.20,478,2623,3236,s
i,63.48,439,2701,3147,u
i,146.09,383,2530,2881,u
e,97.15,562,2250,2819,s
e,102.56,567,2292,2757,u
e,110.51,623,1990,2488,u
ɛ,135.22,788,2065,2858,u
e,90.63,661,2411,3006,s
e,82.89,626,2211,2850,u
i,149.52,380,2622,3070,u
ie,84.70,510,2616,3187,s
i,71.95,438,2624,3033,u
e,126.70,785,1755,2765,u
ie,96.98,509,2782,3467,s
i,53.57,438,2681,3092,u
e,121.59,753,1813,2723,u
e,64.86,558,2248,2879,u
ɛe,90.86,868,2262,3046,s
e,78.17,660,1962,2685,u
ʌ,163.41,1035,1347,2853,u
e,86.32,613,2242,3027,s
a,126.57,991,1632,2744,u
e,123.16,600,1965,2729,u
e,70.27,565,1963,2758,s
ʌ,174.06,848,1157,2770,u
ʌ,171.74,746,1060,2896,u
ue,90.02,422,1213,2600,s
u,100.67,370,1119,2730,u
e,184.91,577,1964,2703,u
ue,94.52,404,1056,2779,s
u,119.58,415,1031,2841,u
e,215.85,589,2095,2738,u
e,91.41,561,2197,2803,s
a,131.82,983,1755,2743,u
e,95.20,606,1980,2902,u
ɛ,157.03,712,1930,2883,u
ʌ,89.98,889,1334,2832,u
oe,99.26,629,1360,2874,s
o,68.16,533,1121,2949,u
i,164.36,404,2516,2834,u
e,108.18,547,2366,2946,s
e,120.36,535,2384,2821,u
e,153.10,663,1993,2645,u
e,97.77,567,2262,2793,s
e,97.15,555,2402,2802,u
o,182.26,565,936,2785,u
øe,88.40,573,1726,2596,s
ø,100.64,517,1718,2707,u
øe,148.46,554,1893,2466,u
ʌ,82.75,892,1402,2841,u
e,67.54,648,2052,2891,s
ʌ,82.84,816,1386,2735,u
e,50.72,468,1979,2878,u
o,132.20,637,1214,2637,u
e,84.68,590,2047,2806,s
ʌ,173.59,825,1233,2780,u
o,159.68,559,848,2862,u
ʌ,69.28,891,1452,2915,u
ue,71.69,598,1538,2787,s
u,61.90,448,1457,2857,u
e,88.04,585,1851,2860,u
o,123.22,958,1048,3181,u
e,83.47,566,2069,2734,s
a,144.34,1021,1748,2703,u
ʌ,171.43,783,1180,2861,u
e,108.21,549,2254,2770,s
e,133.95,510,2398,2795,u
e,208.29,614,2102,2703,u
ʌ,90.91,918,1349,2969,u
e,83.51,703,2067,2861,s
ʌ,74.39,781,1443,2691,u
i,84.58,393,2453,2883,u
o,66.52,674,1285,2964,u
ie,67.17,382,2556,2879,s
i,71.51,456,2633,2983,u
e,84.60,568,2020,2879,u
o,140.90,807,1036,3117,u
ʌ,84.38,812,1305,2852,u
ue,68.70,558,1492,2798,s
u,61.59,420,1247,2801,u
e,67.61,512,2011,2741,u
o,133.97,667,1155,2759,u
ɛe,84.45,673,2176,2862,s
e,80.61,584,2066,2759,u
i,104.09,401,2303,2669,u
o,64.68,671,1285,2857,u
e,67.69,520,2290,2834,u
e,106.78,621,2089,2917,s
a,118.19,1011,1664,2837,u
e,115.98,712,2008,2880,u
e,82.36,589,2167,2903,s
e,83.31,506,2208,2865,u
ʌ,149.85,783,1252,2571,u
ie,62.01,338,2423,2797,s
i,55.31,390,2584,3059,u
e,69.79,602,1969,2896,u
ʌ,200.34,953,1287,3070,u
e,111.29,560,2251,2797,s
e,129.42,511,2278,2668,u
i,157.36,394,2569,2848,u
ue,90.83,385,1070,2680,s
u,128.94,382,1195,2842,u
ʌ,240.80,809,1247,2842,u
øe,84.01,620,1793,2641,s
ø,86.19,529,1794,2768,u
o,183.09,612,1087,3136,u
ue,69.31,405,1203,2655,s
u,98.99,432,1269,2734,u
i,172.18,396,2598,2770,u
e,83.56,655,2128,2761,s
e,79.90,583,2136,2725,u
o,141.68,604,1070,2610,u
øe,116.47,618,1614,2708,s
ø,91.13,550,1638,2578,u
ø,57.99,462,1909,2681,u
ɛ,167.16,701,1750,2769,u
øe,95.49,588,1695,2665,s
ø,91.06,528,1656,2635,u
øe,59.53,468,1969,2740,u
o,145.97,660,1139,2750,u
øe,80.01,588,1686,2801,s
ø,89.37,565,1668,2574,u
øe,56.28,447,1853,2678,u
o,130.22,633,1116,2765,u
e,57.27,568,2168,2813,u
e,86.80,657,2139,2918,s
a,125.60,1048,1648,2884,u
ʌ,183.54,886,1253,3227,u
øe,78.98,483,1621,2625,u
øe,103.67,584,1700,2738,s
ø,120.70,523,1619,2604,u
o,162.46,575,1079,2837,u
øe,63.35,481,1694,2682,u
øe,82.47,620,1719,2741,s
ø,103.67,556,1736,2620,u
øe,148.38,554,1733,2647,u
ue,92.70,447,1189,2357,s
u,103.67,459,1165,2659,u
e,97.10,649,1827,2849,u
ɛ,211.38,754,1864,2758,u
ie,81.34,505,2559,3172,s
i,59.60,445,2566,3003,u
i,82.34,399,2552,2898,u
o,84.29,692,1154,2229,u
øe,82.51,555,1619,2598,s
ø,95.95,578,1718,2682,u
øe,130.39,718,1696,2392,u
ʌ,88.83,904,1329,2905,u
e,72.45,676,2142,2868,s
ʌ,91.19,762,1473,2611,u
e,113.60,564,1943,2728,u
e,115.68,520,2305,2885,s
e,104.81,521,2301,2833,s
o,93.94,561,882,2983,s
o,80.32,566,898,2962,s
u,70.81,342,1455,2653,s
u,71.48,337,1330,2604,s
u,113.21,361,1092,2789,s
u,99.07,389,1079,2907,s
ʌ,105.45,792,1328,2826,s
ʌ,104.76,769,1283,2815,s
u,131.12,418,827,2625,s
u,137.18,423,840,2897,s
u,62.46,319,1485,2715,s
u,72.73,344,1441,2653,s
u,87.92,325,1479,2884,s
